,Image,SignCode,AspectRatio
0,A12_0001_1_1_4.png,A12,0.7564766839378239
1,A12_0001_1_1_5.png,A12,0.65625
2,A12_0001_2_4_1.png,A12,0.6304347826086957
3,A12_0001_3_4_1.png,A12,0.6709219858156028
4,A12_0002_1_1_5.png,A12,0.6982758620689655
5,A12_0002_3_4_1.png,A12,0.6575342465753424
6,A12_A1_Z2_0001_1_1_5.png,A12_A1_Z2,0.6214285714285714
7,A13_0001_1_2_7.png,A13,0.8260869565217391
8,A13_0002_1_2_7.png,A13,0.63
9,A13_0003_1_2_7.png,A13,0.6336633663366337
10,A13_0004_1_2_7.png,A13,0.8279569892473119
11,A14_0001_1_2_7.png,A14,0.7945205479452054
12,A15_0001_1_1_4.png,A15,0.8333333333333334
13,A15_0001_1_2_7.png,A15,0.6827586206896552
14,A15_0001_1_4_11.png,A15,0.5918367346938775
15,A15_0002_1_4_11.png,A15,0.5934579439252337
16,A17_0001_1_1_2.png,A17,0.8509316770186336
17,A17_0001_1_1_3.png,A17,0.9464285714285714
18,A17_0001_1_1_4.png,A17,1.070063694267516
19,A17_0001_1_1_5.png,A17,1.2424242424242424
20,A17_0001_1_1_6.png,A17,1.0220588235294117
21,A17_0001_1_2_7.png,A17,0.9663865546218487
22,A17_0001_1_2_8.png,A17,0.9883720930232558
23,A17_0001_1_2_9.png,A17,0.9310344827586207
24,A17_0001_3_1_2.png,A17,1.2866666666666666
25,A17_0001_3_4_1.png,A17,1.1684434968017057
26,A17_0002_1_2_7.png,A17,1.108910891089109
27,A17_0002_1_2_8.png,A17,0.8390804597701149
28,A17_0002_1_2_9.png,A17,0.9239130434782609
29,A17_0002_3_1_2.png,A17,0.9027027027027027
30,A17_0002_3_4_1.png,A17,1.277533039647577
31,A17_0003_3_1_2.png,A17,1.160220994475138
32,A17_0003_3_4_1.png,A17,0.9320388349514563
33,A17_0004_3_1_2.png,A17,0.9646464646464646
34,A17_0004_3_4_1.png,A17,1.1688804554079697
35,A17_0005_3_1_2.png,A17,1.4076433121019107
36,A17_A1_B1_0001_3_4_1.png,A17_A1_B1,0.4781115879828326
37,A17_N35_N35_0001_1_1_2.png,A17_N35_N35,1.7985074626865671
38,A19_0001_1_1_2.png,A19,0.8467153284671532
39,A19_0001_1_1_4.png,A19,0.8444444444444444
40,A19_0001_1_1_6.png,A19,0.8333333333333334
41,A19_0001_1_2_7.png,A19,0.7927927927927928
42,A19_0001_3_1_2.png,A19,0.632183908045977
43,A19_0002_1_1_2.png,A19,0.7952755905511811
44,A19_0002_1_1_6.png,A19,1.1587301587301588
45,A19_0002_1_2_7.png,A19,0.7131147540983607
46,A19_0002_3_1_2.png,A19,0.7777777777777778
47,A19_0003_1_1_2.png,A19,0.7815126050420168
48,A19_0003_1_1_6.png,A19,1.125
49,A19_0003_1_2_7.png,A19,0.6528925619834711
50,A19_0003_3_1_2.png,A19,0.8895705521472392
51,A19_0004_1_1_2.png,A19,0.8582677165354331
52,A19_0004_3_1_2.png,A19,0.85
53,A19_0005_1_1_2.png,A19,0.9
54,A19_0005_3_1_2.png,A19,0.8975903614457831
55,A19_0006_3_1_2.png,A19,0.9069767441860465
56,A19_0007_3_1_2.png,A19,0.8875
57,A19_0008_3_1_2.png,A19,0.9024390243902439
58,A19_0009_3_1_2.png,A19,0.8628571428571429
59,A19_0010_3_1_2.png,A19,0.9157303370786517
60,A19_0011_3_1_2.png,A19,0.9058823529411765
61,A19_0012_3_1_2.png,A19,1.0
62,A19_0013_3_1_2.png,A19,1.027027027027027
63,A1_0001_1_1_2.png,A1,1.64
64,A1_0001_1_1_3.png,A1,0.7777777777777778
65,A1_0001_1_1_4.png,A1,0.9829059829059829
66,A1_0001_1_1_5.png,A1,0.782608695652174
67,A1_0001_1_1_6.png,A1,0.8311688311688312
68,A1_0001_1_2_7.png,A1,1.55
69,A1_0001_1_2_9.png,A1,0.76
70,A1_0001_1_3_10.png,A1,1.1851851851851851
71,A1_0001_1_4_11.png,A1,1.162162162162162
72,A1_0001_1_4_13.png,A1,0.8536585365853658
73,A1_0001_2_4_1.png,A1,1.2
74,A1_0001_3_1_2.png,A1,0.5384615384615384
75,A1_0001_3_4_1.png,A1,1.0672853828306264
76,A1_0002_1_1_2.png,A1,0.7586206896551724
77,A1_0002_1_1_3.png,A1,0.5689655172413793
78,A1_0002_1_1_4.png,A1,0.6716417910447762
79,A1_0002_1_1_5.png,A1,0.5106382978723404
80,A1_0002_1_1_6.png,A1,0.8461538461538461
81,A1_0002_1_2_7.png,A1,1.8076923076923077
82,A1_0002_1_2_9.png,A1,0.96875
83,A1_0002_1_3_10.png,A1,1.017391304347826
84,A1_0002_1_4_11.png,A1,0.618421052631579
85,A1_0002_1_4_13.png,A1,0.8867924528301887
86,A1_0002_2_4_1.png,A1,0.6896551724137931
87,A1_0002_3_1_2.png,A1,0.6436781609195402
88,A1_0002_3_4_1.png,A1,1.1423076923076922
89,A1_0003_1_1_2.png,A1,1.0601503759398496
90,A1_0003_1_1_3.png,A1,0.4861111111111111
91,A1_0003_1_1_4.png,A1,1.1214953271028036
92,A1_0003_1_1_5.png,A1,0.6511627906976745
93,A1_0003_1_1_6.png,A1,0.7096774193548387
94,A1_0003_1_2_7.png,A1,0.48333333333333334
95,A1_0003_1_2_9.png,A1,0.8297872340425532
96,A1_0003_1_3_10.png,A1,1.062992125984252
97,A1_0003_1_4_11.png,A1,0.5853658536585366
98,A1_0003_1_4_13.png,A1,0.59375
99,A1_0003_2_4_1.png,A1,0.632183908045977
100,A1_0003_3_1_2.png,A1,0.7333333333333333
101,A1_0003_3_4_1.png,A1,0.5030120481927711
102,A1_0004_1_1_2.png,A1,0.6338028169014085
103,A1_0004_1_1_3.png,A1,0.7222222222222222
104,A1_0004_1_1_4.png,A1,0.8714285714285714
105,A1_0004_1_1_5.png,A1,0.6274509803921569
106,A1_0004_1_1_6.png,A1,0.6263736263736264
107,A1_0004_1_2_7.png,A1,0.8181818181818182
108,A1_0004_1_2_9.png,A1,0.6808510638297872
109,A1_0004_1_3_10.png,A1,0.8029197080291971
110,A1_0004_1_4_11.png,A1,0.5211267605633803
111,A1_0004_1_4_13.png,A1,0.71875
112,A1_0004_2_4_1.png,A1,0.7466666666666667
113,A1_0004_3_1_2.png,A1,0.654320987654321
114,A1_0004_3_4_1.png,A1,0.5682539682539682
115,A1_0005_1_1_2.png,A1,1.2551020408163265
116,A1_0005_1_1_3.png,A1,0.5606060606060606
117,A1_0005_1_1_4.png,A1,0.4473684210526316
118,A1_0005_1_1_5.png,A1,0.5925925925925926
119,A1_0005_1_1_6.png,A1,0.47368421052631576
120,A1_0005_1_2_7.png,A1,0.6666666666666666
121,A1_0005_1_2_9.png,A1,0.825
122,A1_0005_1_3_10.png,A1,0.9224137931034483
123,A1_0005_1_4_11.png,A1,0.5652173913043478
124,A1_0005_1_4_13.png,A1,0.64
125,A1_0005_2_4_1.png,A1,0.6351351351351351
126,A1_0005_3_1_2.png,A1,0.712
127,A1_0005_3_4_1.png,A1,0.6363636363636364
128,A1_0006_1_1_2.png,A1,0.7536231884057971
129,A1_0006_1_1_4.png,A1,0.8837209302325582
130,A1_0006_1_1_5.png,A1,0.7073170731707317
131,A1_0006_1_1_6.png,A1,1.1102941176470589
132,A1_0006_1_2_7.png,A1,0.5666666666666667
133,A1_0006_1_2_9.png,A1,0.8823529411764706
134,A1_0006_1_3_10.png,A1,1.0679611650485437
135,A1_0006_1_4_11.png,A1,0.5692307692307692
136,A1_0006_1_4_13.png,A1,0.5714285714285714
137,A1_0006_2_4_1.png,A1,0.8518518518518519
138,A1_0006_3_1_2.png,A1,0.5
139,A1_0006_3_4_1.png,A1,0.5555555555555556
140,A1_0007_1_1_2.png,A1,0.5822784810126582
141,A1_0007_1_1_4.png,A1,0.5164835164835165
142,A1_0007_1_1_5.png,A1,0.9428571428571428
143,A1_0007_1_1_6.png,A1,0.7052631578947368
144,A1_0007_1_2_7.png,A1,1.0
145,A1_0007_1_2_9.png,A1,2.1363636363636362
146,A1_0007_1_3_10.png,A1,0.8292682926829268
147,A1_0007_1_4_11.png,A1,0.7924528301886793
148,A1_0007_1_4_13.png,A1,0.5131578947368421
149,A1_0007_2_4_1.png,A1,0.7
150,A1_0007_3_1_2.png,A1,0.6823529411764706
151,A1_0007_3_4_1.png,A1,0.5849056603773585
152,A1_0008_1_1_2.png,A1,0.5833333333333334
153,A1_0008_1_1_4.png,A1,1.062992125984252
154,A1_0008_1_1_5.png,A1,1.2592592592592593
155,A1_0008_1_1_6.png,A1,0.7040816326530612
156,A1_0008_1_2_7.png,A1,0.5434782608695652
157,A1_0008_1_2_9.png,A1,1.03125
158,A1_0008_1_3_10.png,A1,0.8174603174603174
159,A1_0008_1_4_11.png,A1,0.7017543859649122
160,A1_0008_1_4_13.png,A1,0.5161290322580645
161,A1_0008_2_4_1.png,A1,0.5154639175257731
162,A1_0008_3_1_2.png,A1,0.6481481481481481
163,A1_0008_3_4_1.png,A1,0.7147435897435898
164,A1_0009_1_1_2.png,A1,0.5555555555555556
165,A1_0009_1_1_4.png,A1,0.5185185185185185
166,A1_0009_1_1_5.png,A1,0.46774193548387094
167,A1_0009_1_1_6.png,A1,0.5903614457831325
168,A1_0009_1_2_7.png,A1,0.8709677419354839
169,A1_0009_1_2_9.png,A1,0.782608695652174
170,A1_0009_1_3_10.png,A1,0.9658119658119658
171,A1_0009_1_4_11.png,A1,0.5921052631578947
172,A1_0009_1_4_13.png,A1,0.8113207547169812
173,A1_0009_2_4_1.png,A1,1.392
174,A1_0009_3_1_2.png,A1,0.4666666666666667
175,A1_0009_3_4_1.png,A1,0.6262626262626263
176,A1_0010_1_1_2.png,A1,1.1864406779661016
177,A1_0010_1_1_4.png,A1,0.36666666666666664
178,A1_0010_1_1_5.png,A1,0.5245901639344263
179,A1_0010_1_1_6.png,A1,0.691358024691358
180,A1_0010_1_2_7.png,A1,1.6666666666666667
181,A1_0010_1_2_9.png,A1,0.5294117647058824
182,A1_0010_1_3_10.png,A1,0.7795275590551181
183,A1_0010_1_4_11.png,A1,0.5352112676056338
184,A1_0010_1_4_13.png,A1,0.782608695652174
185,A1_0010_2_4_1.png,A1,0.944
